Date/Time Reported,Date/Time Occurred,Location,Incident,CAD #,Report #,Disposition
3/1/2023 0:19,,Mount Bishop Road,VEHICLE - Vehicle Stop,23-03-01-002803,,DRIVER WARNED/ADVISED
2/28/2023 23:36,,Agricultural Sciences,ALARM - Burglary Alarm,23-02-28-002802,,False/Custodial
2/28/2023 23:15,02/27/2023 11:00 pm - 02/28/2023 11:15 pm,Muir Hall,VANDALISM - PC594(A)(1)-M-Vandalism-Defaces with Graffiti or O,,230270,Closed
2/28/2023 23:15,,Muir Hall,VANDALISM - Malicious Mischief report,23-02-28-002801,230270,REPORT TAKEN
2/28/2023 20:48,,Zone 1 East Of California Blvd.,PATROL ACTIVITY - Patrol Check,23-02-28-002797,,IN SERVICE
2/28/2023 20:40,,Cerro Vista  Islay,ALARM - Elevator Emergency/Alarm,23-02-28-002796,,COMPLETED- NO REPORT
2/28/2023 20:16,,Old Science Area,CITIZEN ASSIST - Escort,23-02-28-002794,,COMPLETED- NO REPORT
2/28/2023 19:19,,Pcv Corralitos,MEDICAL - Medical Aid,23-02-28-002793,,COMPLETED- NO REPORT
2/28/2023 18:53,,Unknown On-campus,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-02-28-002787,,COMPLETED- NO REPORT
2/28/2023 18:06,,Ytt Parking Structure,CITIZEN ASSIST - Attempt to Locate/Contact (specify),23-02-28-002785,,COMPLETED- NO REPORT
2/28/2023 17:49,,Pcv Corralitos,ALARM - Fire Alarm,23-02-28-002782,,False/Cooking related
2/28/2023 17:45,,Pcv Foxen,ALARM - Fire Alarm,23-02-28-002780,,False/Cooking related
2/28/2023 16:37,02/25/2023 12:00 am - 02/25/2023 11:59 pm,Unknown On-campus,DOCUMENTATION - MANDATED REPORTING OF SEX OFFENSE,,230269,
2/28/2023 16:37,,Unknown On-campus,DOCUMENTATION - MANDATED REPORTING OF SEX OFFENSE,23-02-28-002776,230269,REPORT TAKEN
2/28/2023 15:06,,Engineering West,MEDICAL - Medical Aid,23-02-28-002770,,COMPLETED- NO REPORT
2/28/2023 14:04,,Pcv Aliso,ALARM - Fire Alarm,23-02-28-002768,,False/Cooking related
2/28/2023 13:57,02/28/2023 01:30 pm - 02/28/2023 02:00 pm,Ytt Parking Structure,DOCUMENTATION - General Incident,,230268,Closed
2/28/2023 13:57,,Ytt Parking Structure,TRAFFIC COLLISION - Non Injury Traffic Collision,23-02-28-002767,230268,REPORT TAKEN
2/28/2023 12:59,,Kennedy Library Area,PARKING - Parking Violation,23-02-28-002762,,TURNED OVER TO
2/28/2023 12:21,,Mustang Way,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-02-28-002761,,GONE ON ARRIVAL/UNABLE TO LOCATE
2/28/2023 11:07,02/28/2023 11:07 am - 02/28/2023 11:33 am,Kennedy Library,DOCUMENTATION - General Incident,,230265,Closed
2/28/2023 11:07,,Kennedy Library,OTHER OFFENSE - Other Offense,23-02-28-002756,230265,REPORT TAKEN
2/28/2023 10:55,,Trinity Hall,ALARM - Fire Alarm,23-02-28-002755,,CALLED PRIOR
2/28/2023 9:00,,William & Linda Frost Center For Research & Innovation,ALARM - Fire Alarm,23-02-28-002754,,False/Mechanical
2/28/2023 8:35,,Sierra Madre Tower 4,ALARM - Fire Alarm,23-02-28-002753,,CALLED PRIOR
2/28/2023 8:05,,Zone 1 East Of California Blvd.,PATROL ACTIVITY,23-02-28-002752,,IN SERVICE
2/28/2023 7:36,,Science North,VANDALISM - Malicious Mischief report,23-02-28-002749,230264,REPORT TAKEN
2/28/2023 7:31,,Yak?ityutyu - E,LARCENY-THEFT - Theft Report,23-02-28-002748,,IN SERVICE
2/28/2023 4:54,,Sierra Madre Hall,ALARM - Fire Alarm,23-02-28-002742,,TURNED OVER TO FACILITY SVS
2/28/2023 3:10,,Engineering West,PATROL ACTIVITY - Foot Patrol,23-02-28-002741,,IN SERVICE
2/28/2023 2:57,,Red Brick Dorms,PATROL ACTIVITY - Patrol Check,23-02-28-002738,,IN SERVICE
2/28/2023 2:57,,Trinity Hall,ALARM - Fire Alarm,23-02-28-002739,,TURNED OVER TO FACILITY SVS
2/28/2023 2:47,,Inner Perimeter,PATROL ACTIVITY - Patrol Check,23-02-28-002737,,IN SERVICE
2/28/2023 0:26,02/28/2023 12:26 am - 02/28/2023 12:43 am,Sequoia Hall,MEDICAL - Medical Aid,,230261,Closed
2/28/2023 0:26,,Sequoia Hall,MEDICAL - Medical Aid,23-02-28-002736,230261,REPORT TAKEN
2/27/2023 23:18,,Unknown On-campus,PROPERTY - Found Property report,23-02-27-002735,,TURNED OVER TO OWNER
2/27/2023 22:18,,Canyon Circle Parking Structure,ALARM - Elevator Emergency/Alarm,23-02-27-002731,,COMPLETED- NO REPORT
2/27/2023 22:14,,Poly Canyon Village Area,PATROL ACTIVITY - Patrol Check,23-02-27-002730,,IN SERVICE
2/27/2023 22:03,,Pcv Inyo,ALARM - Fire Alarm,23-02-27-002729,,False/Cooking related
2/27/2023 21:49,,Cerro Vista  Morro,ALARM - Fire Alarm,23-02-27-002727,,False/Cooking related
2/27/2023 21:22,,Vista Caballo,CITIZEN ASSIST - Attempt to Locate/Contact (specify),23-02-27-002725,,COMPLETED- NO REPORT
2/27/2023 21:20,,Yak?ityutyu - B,ALARM - Fire Alarm,23-02-27-002724,,False/Mechanical
2/27/2023 20:59,,Pcv Inyo,ALARM - Fire Alarm,23-02-27-002723,,False/Mechanical
2/27/2023 20:32,,Sierra Madre Tower 4,ALARM - Fire Alarm,23-02-27-002722,,False/Mechanical
2/27/2023 20:02,,Recreation Center,ALARM - Burglary Alarm,23-02-27-002721,,TURNED OVER TO
2/27/2023 19:27,,Cerro Vista  Morro,ALARM - Fire Alarm,23-02-27-002720,,False/Cooking related
2/27/2023 18:50,,Pcv Buena Vista,ALARM - Fire Alarm,23-02-27-002715,,False/Cooking related
2/27/2023 18:39,,University Drive,TRAFFIC COLLISION - Traffic Collision/Unknown Injury,23-02-27-002714,,IN SERVICE
2/27/2023 17:19,,Pcv Huasna,ALARM - Fire Alarm,23-02-27-002712,,False/Cooking related
2/27/2023 13:15,,University Dining Complex,DOCUMENTATION - General Incident,23-02-27-002707,,IN SERVICE
2/27/2023 11:39,,Pcv Aliso,ALARM - Fire Alarm,23-02-27-002700,,False/Human Error
2/27/2023 11:34,,Cerro Vista  Cabrillo,ALARM - Elevator Emergency/Alarm,23-02-27-002699,,UNFOUNDED
2/27/2023 11:32,,Cerro Vista  Islay,ALARM - Elevator Emergency/Alarm,23-02-27-002698,,False/Human Error
2/27/2023 8:13,02/26/2023 11:00 am - 02/27/2023 07:30 am,Muir Hall,VANDALISM - Vandalism - Less Than $400,,230253,
2/27/2023 8:13,,Muir Hall,VANDALISM - Malicious Mischief report,23-02-27-002694,230253,REPORT TAKEN
2/27/2023 8:06,,Crandall Gymnasium,ALARM - Fire Alarm,23-02-27-002693,,CALLED PRIOR
2/27/2023 8:00,,Zone 1 East Of California Blvd.,PATROL ACTIVITY,23-02-27-002692,,IN SERVICE
2/27/2023 7:51,02/17/2023 04:30 pm - 02/26/2023 01:40 pm,Agricultural Sciences,BURGLARY - BURGLARY:SECOND DEGREE,,230254,Closed
2/27/2023 7:51,,Agricultural Sciences,BURGLARY - Burglary report,23-02-27-002691,230254,REPORT TAKEN
2/27/2023 7:50,,C-3 Parking Lot,PARKING - Parking Violation,23-02-27-002690,,TURNED OVER TO
2/27/2023 5:33,,Center For Science,PROPERTY - Found Property report,23-02-27-002684,,HELD IN DISPATCH
2/27/2023 0:33,02/27/2023 12:33 am - 02/27/2023 01:57 am,Village Drive Parking Structure,NARCOTICS - Possess Controlled Substance // DOCUMENTATION - ORDERED TO LEAVE CAMPUS ADVISEMENT // DOMESTIC VIOLENCE - Violation of Domestic Violence Protective Order // CRIMINAL PROCEDURE - Violation of Probation,,230252,Closed
2/27/2023 0:33,,Village Drive Parking Structure,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-02-27-002683,230252,CLEARED BY ARREST
2/27/2023 0:20,,Engineering West,PATROL ACTIVITY - Patrol Check,23-02-27-002682,,IN SERVICE
2/26/2023 22:15,,,DISPATCH - 911 Unknown/Abandoned or Hangup,23-02-26-002676,,COMPLETED- NO REPORT
2/26/2023 22:15,,Kennedy Library,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-02-26-002677,,COMPLETED- NO REPORT
2/26/2023 21:51,,Pcv Huasna,ALARM - Elevator Emergency/Alarm,23-02-26-002675,,COMPLETED- NO REPORT
2/26/2023 21:43,,Pcv Gypsum,ALARM - Elevator Emergency/Alarm,23-02-26-002674,,COMPLETED- NO REPORT
2/26/2023 21:41,,Pcv Dover,ALARM - Fire Alarm,23-02-26-002673,,False/Cooking related
2/26/2023 19:50,,Pcv Corralitos,ALARM - Fire Alarm,23-02-26-002672,,False/Cooking related
2/26/2023 19:20,,Pcv Gypsum,ALARM - Fire Alarm,23-02-26-002670,,False/Cooking related
2/26/2023 14:44,02/22/2023 10:30 pm - 02/26/2023 07:30 am,Village Drive Parking Structure,TRAFFIC - Hit &amp; Run - Property Damage,,230251,Closed
2/26/2023 14:44,,Canyon Circle Parking Structure,TRAFFIC COLLISION - Traffic Collision/Hit and Run,23-02-26-002663,230251,REPORT TAKEN
2/26/2023 11:40,02/26/2023 11:40 am - 02/26/2023 12:57 pm,Cerro Vista  Romauldo,SUICIDE - Suicidal Subject/Suicide,,230250,Closed
2/26/2023 11:40,,Cerro Vista  Romauldo,CITIZEN ASSIST - Check The Welfare,23-02-26-002662,230250,REPORT TAKEN
2/26/2023 10:51,,Pcv Corralitos,ALARM - Fire Alarm,23-02-26-002661,,False/Cooking related
2/26/2023 9:52,02/25/2023 06:00 pm - 02/26/2023 09:40 am,Trinity Hall,VANDALISM - Vandalism - Less Than $400,,230249,Closed
2/26/2023 9:52,,Trinity Hall,VANDALISM - Malicious Mischief report,23-02-26-002660,230249,REPORT TAKEN
2/26/2023 9:20,02/25/2023 11:00 pm - 02/26/2023 03:30 am,Pcv Buena Vista,VANDALISM - Vandalism - Less Than $400,,230248,Closed
2/26/2023 9:17,,Pcv Buena Vista,VANDALISM - Malicious Mischief report,23-02-26-002659,230248,REPORT TAKEN
2/26/2023 6:10,,Santa Lucia Hall,CITIZEN ASSIST - Check The Welfare,23-02-26-002656,,COMPLETED- NO REPORT
2/26/2023 1:15,,Muir Hall,VANDALISM - Malicious Mischief in progress,23-02-26-002655,230247,REPORT TAKEN
2/26/2023 0:48,,Trinity Hall,LARCENY-THEFT - Theft Report,23-02-26-002654,230246,REPORT TAKEN
2/26/2023 0:39,02/25/2023 10:00 pm - 02/26/2023 12:10 am,Tenaya Hall,VANDALISM - Vandalism - Less Than $400,,230245,Closed
2/26/2023 0:39,,Tenaya Hall,VANDALISM - Malicious Mischief report,23-02-26-002653,230245,REPORT TAKEN
2/26/2023 0:31,02/24/2023 11:25 pm - 02/25/2023 11:25 pm,Trinity Hall,VANDALISM - VANDALISM ($400 OR MORE),,230244,Closed
2/26/2023 0:31,,Trinity Hall,VANDALISM - Malicious Mischief report,23-02-26-002652,230244,REPORT TAKEN
2/26/2023 0:24,02/24/2023 11:30 pm - 02/25/2023 11:30 pm,Muir Hall,VANDALISM - Vandalism - Less Than $400,,230243,Closed
2/26/2023 0:24,,Muir Hall,VANDALISM - Malicious Mischief report,23-02-26-002651,230243,REPORT TAKEN
2/25/2023 23:55,02/25/2023 12:19 am - 02/26/2023 12:19 am,Yak?ityutyu - D,VANDALISM - Vandalism - Less Than $400,,230242,Closed
2/25/2023 23:55,,Yak?ityutyu - D,VANDALISM - Malicious Mischief report,23-02-25-002650,230242,REPORT TAKEN
2/25/2023 23:50,,Yosemite Tower 2,ALARM - Fire Alarm,23-02-25-002649,,False/Mechanical
2/25/2023 23:42,02/24/2023 09:00 pm - 02/25/2023 09:15 pm,Pcv Estrella,VANDALISM - Vandalism - Less Than $400,,230241,Closed
2/25/2023 23:42,,Pcv Estrella,VANDALISM - Malicious Mischief report,23-02-25-002648,230241,REPORT TAKEN
2/25/2023 23:20,,Trinity Hall,VANDALISM - Malicious Mischief report,23-02-25-002647,230240,REPORT TAKEN
2/25/2023 23:16,,Recreation Center Outdoor Pool,ALARM - Fire Alarm,23-02-25-002646,,COMPLETED- NO REPORT
2/25/2023 23:02,,Poly Canyon Village Pool,ALARM - Burglary Alarm,23-02-25-002645,,GONE ON ARRIVAL/UNABLE TO LOCATE
2/25/2023 21:53,,Off Campus - 2100 Slack,DISPATCH - 911 Unknown/Abandoned or Hangup,23-02-25-002644,,COMPLETED- NO REPORT
2/25/2023 21:03,02/25/2023 09:03 pm - 02/25/2023 09:23 pm,Off Campus - 2400 Loomis Cuesta Canyon Park,DOCUMENTATION - General Incident,,230239,Closed
2/25/2023 21:03,,Off Campus - 2400 Loomis Cuesta Canyon Park,ASSIST - Assist Other Agency,23-02-25-002643,230239,REPORT TAKEN
2/25/2023 19:59,,Cerro Vista Circle,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-02-25-002641,,COMPLETED- NO REPORT
2/25/2023 19:01,,Pcv Aliso,ALARM - Fire Alarm,23-02-25-002640,,False/Cooking related
2/25/2023 16:40,,Advanced Technology Lab,CITIZEN ASSIST - Public Assist (specify),23-02-25-002636,,IN SERVICE
2/25/2023 16:35,,Pcv Buena Vista,ALARM - Fire Alarm,23-02-25-002635,,False/Cooking related
2/25/2023 15:03,,Pcv Dover,PARKING - Parking Violation,23-02-25-002633,,COMPLETED- NO REPORT
2/25/2023 14:59,,Advanced Technology Lab,CITIZEN ASSIST - Public Assist (specify),23-02-25-002632,,TURNED OVER TO FACILITY SVS
2/25/2023 14:57,,Fremont Hall,ALARM - Fire Alarm,23-02-25-002631,,TURNED OVER TO FACILITY SVS
2/25/2023 14:47,,Pcv Estrella,ALARM - Fire Alarm,23-02-25-002630,,False/Cooking related
2/25/2023 14:30,,Yosemite Tower 3,ALARM - Fire Alarm,23-02-25-002629,,CALLED PRIOR
2/25/2023 12:59,,Pcv Inyo,ALARM - Fire Alarm,23-02-25-002628,,False/Cooking related
2/25/2023 12:47,,University House,CITIZEN ASSIST - Public Assist (specify),23-02-25-002627,,COMPLETED- NO REPORT
2/25/2023 11:56,,Performing Arts Center,CITIZEN ASSIST - Public Assist (specify),23-02-25-002626,,TURNED OVER TO FACILITY SVS
2/25/2023 9:36,,Yosemite Tower 3,ALARM - Fire Alarm,23-02-25-002624,,TURNED OVER TO FACILITY SVS
2/25/2023 9:27,02/24/2023 04:00 pm - 02/25/2023 09:00 am,Muir Hall,VANDALISM - Vandalism - Less Than $400,,230238,
2/25/2023 9:27,,Muir Hall,VANDALISM - Malicious Mischief report,23-02-25-002623,230238,REPORT TAKEN
2/25/2023 9:15,,Muir Hall,VANDALISM - Malicious Mischief report,23-02-25-002622,,REPORT TAKEN
2/25/2023 9:03,02/24/2023 04:00 pm - 02/25/2023 09:00 am,Tenaya Hall,VANDALISM - Vandalism - Less Than $400,,230237,Closed
2/25/2023 9:03,,Tenaya Hall,VANDALISM - Malicious Mischief report,23-02-25-002621,230237,REPORT TAKEN
2/25/2023 8:30,02/24/2023 04:00 pm - 02/25/2023 09:00 am,Trinity Hall,VANDALISM - Vandalism - Less Than $400,,230236,Closed
2/25/2023 8:30,,Trinity Hall,VANDALISM - Malicious Mischief report,23-02-25-002620,230236,REPORT TAKEN
2/25/2023 8:27,,Center For Science,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-02-25-002619,230235,REPORT TAKEN
2/25/2023 7:47,,Unknown On-campus,MEDICAL - Medical Aid,23-02-25-002616,,GONE ON ARRIVAL/UNABLE TO LOCATE
2/25/2023 4:58,,Pcv Buena Vista,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-02-25-002615,,COMPLETED- NO REPORT
2/25/2023 4:23,02/24/2023 07:00 pm - 02/25/2023 04:23 am,Children's Center (asi),BURGLARY - BURGLARY,,230234,Closed
2/25/2023 4:23,,Children's Center (asi),BURGLARY - Burglary report,23-02-25-002614,230234,REPORT TAKEN
2/25/2023 3:54,,Lassen Hall,ALARM - Fire Alarm,23-02-25-002613,,COMPLETED- NO REPORT
2/25/2023 3:17,,Recreation Center Outdoor Pool,ALARM - Burglary Alarm,23-02-25-002612,,COMPLETED- NO REPORT
2/25/2023 2:20,,Fremont Hall,ALARM - Fire Alarm,23-02-25-002611,,False/Cooking related
2/25/2023 1:50,02/24/2023 11:30 pm - 02/25/2023 01:50 am,Tenaya Hall,VANDALISM - Vandalism - Less Than $400,,230260,Closed
2/25/2023 1:50,,Tenaya Hall,VANDALISM - Malicious Mischief report,23-02-25-002609,230260,COMPLETED- NO REPORT
2/25/2023 1:41,,Poly Canyon Village Pool,ALARM - Burglary Alarm,23-02-25-002608,,False/Nature
2/25/2023 1:25,,Muir Hall,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-02-25-002607,,GONE ON ARRIVAL/UNABLE TO LOCATE
2/25/2023 1:22,02/24/2023 11:20 pm - 02/25/2023 01:22 am,Trinity Hall,VANDALISM - Vandalism - Less Than $400,,230259,Closed
2/25/2023 1:22,,Trinity Hall,VANDALISM - Malicious Mischief report,23-02-25-002606,230259,COMPLETED- NO REPORT
2/25/2023 1:02,,Education Building,ALARM - Burglary Alarm,23-02-25-002605,,False/Mechanical
2/25/2023 0:44,,Yak?ityutyu - B,ALARM - Burglary Alarm,23-02-25-002604,,SECURE/UNKNOWN
2/25/2023 0:41,,Recreation Center,ALARM - Burglary Alarm,23-02-25-002603,,SECURE/UNKNOWN
2/25/2023 0:28,,William & Linda Frost Center For Research & Innovation,PATROL ACTIVITY - Foot Patrol,23-02-25-002602,,IN SERVICE
2/25/2023 0:02,,Crandall Gymnasium,ALARM - Fire Alarm,23-02-25-002601,,False/Mechanical
2/24/2023 23:50,,Fremont Hall,VANDALISM - Malicious Mischief report,23-02-24-002600,,UNFOUNDED
2/24/2023 23:47,,Pcv Estrella,VANDALISM - Malicious Mischief report,23-02-24-002599,230257,COMPLETED- NO REPORT
2/24/2023 23:35,02/24/2023 09:00 pm - 02/24/2023 11:30 pm,Trinity Hall,VANDALISM - Vandalism - Less Than $400,,230256,Closed
2/24/2023 23:35,,Trinity Hall,VANDALISM - Malicious Mischief report,23-02-24-002598,230256,COMPLETED- NO REPORT
2/24/2023 23:28,02/23/2023 11:00 pm - 02/24/2023 11:30 pm,Muir Hall,VANDALISM - Vandalism - Less Than $400,,230258,Closed
2/24/2023 23:28,,Muir Hall,VANDALISM - Malicious Mischief report,23-02-24-002597,230258,REPORT TAKEN
2/24/2023 23:05,,Spanos Stadium,PATROL ACTIVITY - Patrol Check,23-02-24-002596,,IN SERVICE
2/24/2023 22:39,02/24/2023 10:39 pm - 02/24/2023 11:00 pm,Sequoia Hall,DOCUMENTATION - OSRR Referral,,230233,Closed
2/24/2023 22:39,,Sequoia Hall,CITIZEN ASSIST - Check The Welfare,23-02-24-002595,230233,REPORT TAKEN
2/24/2023 22:07,,Klamath Road,VEHICLE - Vehicle Stop,23-02-24-002593,,DRIVER WARNED/ADVISED
2/24/2023 22:07,,Pcv Huasna,ALARM - Fire Alarm,23-02-24-002594,,IN SERVICE
2/24/2023 21:55,,Mathematics And Science Area,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-02-24-002592,,COMPLETED- NO REPORT
2/24/2023 21:21,,Off Campus - Foothill At Carpenter,VEHICLE - Vehicle Stop,23-02-24-002591,,DRIVER WARNED/ADVISED
2/24/2023 20:52,,Cerro Vista  Islay,ALARM - Fire Alarm,23-02-24-002590,,False/Mechanical
2/24/2023 20:18,02/24/2023 08:18 pm - 02/24/2023 08:35 pm,Sierra Madre Hall,ALCOHOL - Alcohol Violation // DOCUMENTATION - OSRR Referral,,230232,Closed
2/24/2023 20:18,,Sierra Madre Hall,DISTURBANCE - Disturbance (specify) In Progress,23-02-24-002588,230232,REPORT TAKEN
2/24/2023 19:18,,Muir Hall,ALARM - Fire Alarm,23-02-24-002584,,False/Mechanical
2/24/2023 19:08,,Recreation Center,LARCENY-THEFT - Theft Report,23-02-24-002583,230231,CANCELLED
2/24/2023 18:59,,Pcv Huasna,ALARM - Fire Alarm,23-02-24-002581,,False/Cooking related
2/24/2023 18:29,,Pcv Foxen,ALARM - Fire Alarm,23-02-24-002579,,False/Cooking related
2/24/2023 18:28,,Yak?ityutyu - C,LARCENY-THEFT - Theft Report,23-02-24-002580,,COMPLETED- NO REPORT
2/24/2023 17:59,,Pcv Inyo,ALARM - Fire Alarm,23-02-24-002577,,False/Cooking related
2/24/2023 17:30,,Cerro Vista  Hollister,ALARM - Elevator Emergency/Alarm,23-02-24-002576,,False/Human Error
2/24/2023 17:28,,Pcv Foxen,ALARM - Fire Alarm,23-02-24-002575,,False/Cooking related
2/24/2023 17:04,,Pcv Huasna,ALARM - Fire Alarm,23-02-24-002574,,False/Cooking related
2/24/2023 16:38,,,DOCUMENTATION - General Incident,23-02-24-002571,,COMPLETED- NO REPORT
2/24/2023 14:35,,Cal Poly Pier,ALARM - Equipment Alarm,23-02-24-002567,,TURNED OVER TO FACILITY SVS
2/24/2023 14:23,,Meat Processing Center,PATROL ACTIVITY - Patrol Check,23-02-24-002565,,IN SERVICE
2/24/2023 13:56,,Chorro Creek Ranch,PATROL ACTIVITY - Patrol Check,23-02-24-002563,,IN SERVICE
2/24/2023 13:50,02/24/2023 01:50 pm - 02/24/2023 01:51 pm,Frank E Pilling Computer Science,DOCUMENTATION - Bike Impound,,230230,
2/24/2023 13:50,,Frank E Pilling Computer Science,DOCUMENTATION - Bike Impound,23-02-24-002560,230230,REPORT TAKEN
2/24/2023 13:44,02/24/2023 01:44 pm - 02/24/2023 01:45 pm,Frank E Pilling Computer Science,DOCUMENTATION - Bike Impound,,230229,
2/24/2023 13:44,,Frank E Pilling Computer Science,DOCUMENTATION - Bike Impound,23-02-24-002558,230229,REPORT TAKEN
2/24/2023 13:21,,Mathematics And Science,PROPERTY - Lost Property,23-02-24-002557,,COMPLETED- NO REPORT
2/24/2023 13:05,02/23/2023 10:00 pm - 02/24/2023 01:08 pm,Tenaya Hall,VANDALISM - Vandalism - Less Than $400,,230228,Closed
2/24/2023 13:05,,Tenaya Hall,VANDALISM - Malicious Mischief report,23-02-24-002556,230228,REPORT TAKEN
2/24/2023 12:51,,Pcv Huasna,ALARM - Elevator Emergency/Alarm,23-02-24-002555,,False/Human Error
2/24/2023 12:12,,Pcv Huasna,ALARM - Fire Alarm,23-02-24-002554,,False/Cooking related
2/24/2023 10:51,,Crandall Gymnasium,ALARM - Fire Alarm,23-02-24-002553,,CALLED PRIOR
2/24/2023 10:20,02/02/2023 09:00 am - 02/09/2023 09:00 am,Communications Services Storage,DOCUMENTATION - General Incident,,230227,Closed
2/24/2023 10:20,,Communications Services Storage,,23-02-24-002552,230227,REPORT TAKEN
2/24/2023 10:09,,Robert A. Mott Physical Education,PARKING - Parking Violation,23-02-24-002551,,TURNED OVER TO TAPS
2/24/2023 8:48,,Ytt Parking Structure,PARKING - Parking Violation,23-02-24-002549,,TURNED OVER TO TAPS
2/24/2023 5:27,,North Perimeter Road,TRAFFIC - Traffic Hazard,23-02-24-002544,,TURNED OVER TO FACILITY SVS
2/24/2023 5:16,,Vista Grande,ALARM - Elevator Emergency/Alarm,23-02-24-002543,,UNFOUNDED
2/24/2023 4:39,,Off Campus - Foothill At Madonna,CITIZEN ASSIST - Public Assist (specify),23-02-24-002542,,TURNED OVER TO SLPD
2/24/2023 3:52,,Cerro Vista  Islay,ALARM - Fire Alarm,23-02-24-002541,,False/Mechanical
2/24/2023 3:06,,Recreation Center Outdoor Pool,ALARM - Burglary Alarm,23-02-24-002540,,SECURE/UNKNOWN
2/24/2023 2:43,,Cerro Vista Bishop,DISPATCH - 911 Unknown/Abandoned or Hangup,23-02-24-002539,,UNFOUNDED
2/23/2023 23:59,02/23/2023 09:45 pm - 02/23/2023 11:40 pm,Trinity Hall,VANDALISM - Vandalism - Less Than $400,,230223,Closed
2/23/2023 23:59,,Trinity Hall,VANDALISM - Malicious Mischief report,23-02-23-002537,230223,REPORT TAKEN
2/23/2023 23:56,02/23/2023 10:00 pm - 02/23/2023 11:30 pm,Pcv Dover,VANDALISM - Vandalism - Less Than $400,,230224,Closed
2/23/2023 23:56,,Pcv Dover,VANDALISM - Malicious Mischief report,23-02-23-002536,230224,REPORT TAKEN
2/23/2023 23:49,02/23/2023 07:00 pm - 02/23/2023 11:49 pm,Fremont Hall,VANDALISM - Vandalism - Less Than $400,,230226,Closed
2/23/2023 23:49,,Fremont Hall,VANDALISM - Malicious Mischief report,23-02-23-002535,230226,COMPLETED- NO REPORT
2/23/2023 23:47,,Erhart Agricultural Scien,ALARM - Burglary Alarm,23-02-23-002534,,COMPLETED- NO REPORT
2/23/2023 23:28,02/22/2023 11:00 pm - 02/23/2023 11:20 pm,Sequoia Hall,VANDALISM - Vandalism - Less Than $400,,230225,Closed
2/23/2023 23:28,,Sequoia Hall,VANDALISM - Malicious Mischief report,23-02-23-002533,230225,REPORT TAKEN
2/23/2023 22:56,02/23/2023 10:56 pm - 02/23/2023 11:32 pm,Yak?ityutyu - A,MEDICAL - MEDICAL AID - ALCOHOL/DRUG,,230222,Closed
2/23/2023 22:56,,Yak?ityutyu - A,CITIZEN ASSIST - Check The Welfare,23-02-23-002531,230222,COMPLETED- NO REPORT
2/23/2023 21:24,,Cal Poly Pier,ALARM - Equipment Alarm,23-02-23-002528,,False/Mechanical
2/23/2023 21:19,,Cerro Vista  Romauldo,ALARM - Elevator Emergency/Alarm,23-02-23-002527,,UNFOUNDED
2/23/2023 18:58,,Ytt Parking Structure,PARKING - Parking Violation,23-02-23-002522,,TURNED OVER TO TAPS
2/23/2023 17:20,,Yak?ityutyu - H,CITIZEN ASSIST - Public Assist (specify),23-02-23-002518,,COMPLETED- NO REPORT
2/23/2023 16:14,,Ytt Parking Structure,CITIZEN ASSIST - Check The Welfare,23-02-23-002515,,GONE ON ARRIVAL/UNABLE TO LOCATE
2/23/2023 15:06,,Pcv Huasna,ALARM - Fire Alarm,23-02-23-002513,,False/Cooking related
2/23/2023 14:58,02/23/2023 02:58 pm - 02/23/2023 03:19 pm,Health & Wellbeing Center,MEDICAL - Medical Aid,,230221,Closed
2/23/2023 14:58,,Health & Wellbeing Center,MEDICAL - Medical Aid,23-02-23-002512,230221,REPORT TAKEN
2/23/2023 12:35,,Zone2 West Of California Blvd,PATROL ACTIVITY - Patrol Check,23-02-23-002508,,IN SERVICE
2/23/2023 12:10,,Pcv Dover,ALARM - Fire Alarm,23-02-23-002507,,False/Cooking related
2/23/2023 12:05,,Pcv Estrella,ALARM - Fire Alarm,23-02-23-002506,,False/Cooking related
2/23/2023 11:53,,Ytt Parking Structure,CITIZEN ASSIST - Public Assist (specify),23-02-23-002505,,COMPLETED- NO REPORT
2/23/2023 11:43,,Clyde P. Fisher Science Hall,FOLLOWUP - Followup,23-02-23-002504,,COMPLETED- NO REPORT
2/23/2023 11:27,,Pcv Buena Vista,ALARM - Fire Alarm,23-02-23-002503,,False/Cooking related
2/23/2023 11:23,,Administration,DOCUMENTATION - General Incident,23-02-23-002502,,COMPLETED- NO REPORT
2/23/2023 11:12,,Center For Science,LARCENY-THEFT - Theft Report,23-02-23-002501,,COMPLETED- NO REPORT
2/23/2023 10:16,02/23/2023 10:16 am - 02/23/2023 10:17 am,Yosemite Tower 3,DOCUMENTATION - Bike Impound,,230219,
2/23/2023 10:16,,Yosemite Tower 3,DOCUMENTATION - Bike Impound,23-02-23-002500,230219,REPORT TAKEN
2/23/2023 9:36,,Administration,ALARM - Elevator Emergency/Alarm,23-02-23-002499,,COMPLETED- NO REPORT
